,application_id,amount,duration_in_days,check_field_1,check_field_2,check_field_3,earned,spendings,prev_amount,start_date,finish_date
342,87210,1300,12.0,False,False,False,8500,2100,900,2017-04-14,2018-07-08
343,94980,1100,1.0,False,False,False,16000,13300,700,2017-06-09,2018-07-12
344,57613,800,26.0,False,False,False,16500,7500,3000,2017-05-21,2018-11-10
345,70211,600,16.0,True,False,True,8000,11900,2900,2017-08-22,2018-08-19
346,68351,1800,35.0,False,False,True,17000,3700,600,2017-03-13,2018-09-02
347,96280,2200,40.0,True,True,False,17000,10300,2700,2017-12-10,2018-12-29
348,15895,1400,15.0,False,True,True,15000,5100,1500,2017-12-21,2018-10-20
349,28802,1400,2.0,False,False,True,13000,5100,1600,2017-06-29,2018-07-31
350,55317,600,19.0,False,False,True,10500,13500,2000,2017-02-26,2018-08-23
351,63805,3200,44.0,True,True,False,11500,900,900,2017-02-25,2018-09-17
352,81516,3400,22.0,True,True,True,11500,16900,2000,2017-01-27,2018-03-23
353,22743,1900,29.0,True,True,True,15500,1700,2800,2017-05-08,2018-07-31
354,49328,3400,3.0,False,True,True,3500,17700,2800,2017-07-29,2018-02-24
355,75455,1400,25.0,True,False,False,15500,7300,3000,2017-10-04,2018-11-18
356,18158,600,16.0,False,True,False,10500,11300,2100,2017-08-17,2018-12-14
357,26864,3200,20.0,True,True,True,7500,14900,1300,2017-05-14,2018-04-09
358,16685,2800,26.0,False,False,False,18500,9700,1000,2017-06-24,2018-06-27
359,87377,700,34.0,True,True,False,18000,5100,2700,2017-11-30,2018-11-18
360,91721,800,7.0,True,False,True,16000,11700,3000,2017-01-10,2018-10-22
361,35351,3000,15.0,True,True,False,9500,11700,700,2017-07-03,2018-01-03
362,20342,600,4.0,True,True,True,10000,9300,3300,2017-01-19,2018-03-23
363,14726,2500,18.0,False,True,False,7500,7500,1400,2017-10-21,2018-03-25
364,38968,500,21.0,False,True,True,9500,1700,1000,2017-05-31,2018-11-30
365,63600,1400,5.0,True,True,False,12500,5900,2600,2017-01-24,2018-02-27
366,83256,2200,6.0,True,True,True,18000,5900,2000,2017-07-12,2018-02-03
367,86548,2700,39.0,True,True,False,18500,15300,1500,2017-10-17,2018-04-19
368,10671,800,17.0,True,False,True,13000,14100,600,2017-08-22,2018-01-06
369,83926,2100,8.0,True,False,False,4500,16700,1100,2017-12-29,2018-05-28
370,88515,2700,11.0,True,False,True,4000,14300,600,2017-02-05,2018-09-26
371,57459,1700,30.0,True,True,False,10500,5900,900,2017-09-04,2018-03-09
372,82523,3300,40.0,True,False,True,16000,5900,2900,2017-01-08,2018-05-08
373,53606,900,19.0,True,True,True,13500,6500,1400,2017-05-22,2018-10-18
374,91603,600,29.0,True,True,True,5500,11900,1400,2017-03-10,2018-11-02
375,19997,2900,2.0,True,True,True,11500,9500,1000,2017-03-13,2018-06-11
376,74575,3000,16.0,True,True,False,9500,6100,2200,2017-02-04,2018-09-21
377,58932,1800,4.0,False,False,False,14000,11300,1500,2017-02-12,2018-11-04
378,30517,1700,34.0,False,True,False,3500,9700,800,2017-04-25,2018-12-01
379,51939,600,34.0,True,False,False,6000,3700,2000,2017-06-14,2018-01-26
380,44620,1000,30.0,False,True,False,7000,16500,1200,2017-01-14,2018-12-26
381,50630,700,14.0,False,True,False,12500,12100,1000,2017-10-19,2018-12-08
382,65591,3400,11.0,False,False,True,10500,16700,2200,2017-12-28,2018-10-05
383,90102,600,42.0,True,True,False,19000,9700,2600,2017-09-06,2018-03-12
384,60958,2900,8.0,True,True,True,10500,9300,3200,2017-09-02,2018-10-24
385,56219,1700,29.0,False,False,True,12500,4100,600,2017-12-04,2018-08-13
386,72182,2900,1.0,False,False,False,5500,14500,2100,2017-06-24,2018-07-09
387,96608,2100,45.0,True,True,True,11000,6500,2900,2017-08-10,2018-09-10
388,75377,500,13.0,True,True,True,8000,16500,3300,2017-08-27,2018-07-23
389,60666,2100,34.0,True,True,True,9500,15100,700,2017-07-15,2018-08-31
390,20773,900,24.0,False,True,False,6500,7500,3000,2018-01-01,2018-05-23
391,37517,3300,24.0,False,False,False,10000,17300,1200,2017-05-16,2018-02-17
392,59296,3300,12.0,True,False,True,5500,11100,2100,2017-04-28,2018-12-09
393,56768,2800,27.0,False,False,False,17000,11300,1800,2017-08-12,2018-08-09
394,89855,1200,28.0,False,True,False,17000,7900,1900,2017-10-26,2018-04-21
395,67820,1200,32.0,True,True,True,15000,9900,2200,2017-02-03,2018-01-01
396,81684,3200,8.0,True,False,False,10500,12500,2400,2017-08-24,2018-01-30
397,67906,2000,33.0,True,True,True,8000,6500,2000,2017-10-22,2018-04-20
398,79192,600,40.0,True,False,False,9000,7700,1200,2017-02-01,2018-09-19
399,18134,2400,2.0,True,False,True,14000,10500,2000,2017-12-26,2018-05-01
400,23826,1500,40.0,True,True,False,15500,5500,2700,2017-01-30,2018-03-11
401,33213,1500,30.0,False,False,False,8500,12700,1800,2017-11-03,2018-08-14
402,63542,1200,37.0,False,False,True,7500,6500,1800,2017-09-26,2018-03-27
403,10228,700,12.0,False,True,False,9000,5500,2600,2017-12-13,2018-01-24
404,74985,1700,36.0,True,False,False,16500,17900,2600,2017-11-17,2018-03-18
405,81313,3200,43.0,True,True,True,3500,17700,1600,2017-06-13,2018-02-01
406,35646,3300,44.0,False,False,True,6500,7500,2300,2017-03-18,2018-09-13
407,29446,1500,4.0,False,True,False,19000,2100,3100,2017-05-31,2018-12-09
408,23026,3100,32.0,False,False,False,7500,5500,1200,2017-10-06,2018-05-19
409,59700,2600,16.0,False,False,True,18500,6700,3100,2017-02-13,2018-12-04
410,62020,2300,31.0,True,True,False,11500,14900,2000,2017-10-10,2018-08-08
411,46635,3100,45.0,True,True,True,5000,700,800,2017-06-16,2018-12-31
412,78676,2300,44.0,True,True,False,4000,16500,2200,2017-05-17,2018-05-08
413,16508,3200,42.0,True,True,True,17500,2900,1000,2017-05-05,2018-01-27
414,92893,3000,13.0,True,False,False,5000,6100,2800,2017-06-20,2018-04-17
415,28931,700,1.0,True,False,False,18000,10100,2200,2017-08-09,2018-02-02
416,44312,1600,23.0,False,False,False,16000,13700,700,2017-05-04,2018-03-14
417,79190,1900,27.0,False,False,False,15500,8700,1200,2017-07-06,2018-04-02
418,69717,3000,30.0,True,True,False,15500,15900,3000,2017-02-03,2018-10-23
419,77627,2600,35.0,False,False,False,4500,11900,1800,2017-05-03,2018-03-29
420,27614,1400,30.0,True,False,False,9000,5300,1800,2017-06-09,2018-11-15
421,31987,2500,40.0,True,False,False,15000,11700,3000,2017-07-01,2018-06-14
422,28077,1300,41.0,False,True,False,13000,8900,1400,2017-04-26,2018-11-24
423,90428,2900,1.0,True,False,True,9000,5300,800,2017-11-29,2018-09-25
424,71228,3000,45.0,False,False,True,15500,2300,700,2017-11-19,2018-01-14
425,83476,1300,33.0,True,False,True,16500,17900,2000,2017-03-02,2018-04-19
426,65455,2300,25.0,False,False,True,16500,5300,700,2017-06-16,2018-12-07
427,64280,1400,42.0,True,True,False,14500,3500,1200,2017-08-01,2018-10-24
428,95823,2600,42.0,False,True,True,18500,14500,2700,2017-10-10,2018-04-12
429,46863,2500,32.0,False,True,False,11500,6500,1400,2017-07-10,2018-02-19
430,41611,2000,25.0,True,False,False,4000,7500,2300,2017-07-24,2018-10-14
431,59474,2600,7.0,True,False,False,10500,5300,1700,2017-05-09,2018-01-18
432,36786,3000,41.0,False,True,True,17500,7700,1600,2017-02-10,2018-05-16
433,13735,1500,44.0,True,True,True,18000,7500,3100,2017-10-24,2018-01-23
434,98342,3400,31.0,False,False,False,9000,10100,500,2017-01-14,2018-06-03
435,98876,1500,38.0,True,True,False,4000,2900,1300,2017-02-04,2018-10-24
436,99327,3000,43.0,True,False,True,4000,11100,1500,2017-11-25,2018-07-03
437,44326,1900,29.0,False,False,True,8500,2500,2200,2017-09-11,2018-11-22
438,91839,2300,30.0,False,True,True,4500,2300,2500,2017-01-31,2018-08-24
439,83141,2700,23.0,False,False,False,3500,3100,1900,2017-01-13,2018-10-06
440,25530,2500,23.0,True,False,True,15500,8300,1700,2017-12-18,2018-10-31
441,94978,2200,36.0,True,False,False,16500,1100,1900,2017-01-17,2018-02-01
442,22297,1400,28.0,False,False,True,19000,17100,500,2017-02-28,2018-08-31
443,19872,800,26.0,True,False,True,12500,10500,2000,2017-12-07,2018-12-09
444,73934,1000,5.0,True,False,True,10000,13300,1800,2017-07-23,2018-10-28
445,75106,2800,21.0,False,False,True,10500,1100,2600,2017-01-12,2018-03-27
446,19058,1300,2.0,True,False,False,4500,13300,2600,2017-06-23,2018-11-23
447,28716,1500,29.0,False,True,False,8500,5300,1200,2017-01-26,2018-01-13
448,34251,1600,33.0,False,False,True,9500,16100,800,2017-04-16,2018-06-23
449,13909,3400,11.0,True,False,False,9000,8300,1200,2017-11-12,2018-01-18
450,92147,900,3.0,True,True,True,4500,16300,1200,2017-02-02,2018-10-13
451,35219,3300,26.0,False,True,False,4000,14900,2900,2017-09-16,2018-09-29
452,50204,2000,34.0,False,False,False,12000,14500,2900,2017-03-18,2018-08-02
453,32091,1500,37.0,True,False,True,12500,17300,3300,2017-07-18,2018-02-27
454,87726,2200,12.0,True,False,True,16500,8700,1000,2017-01-21,2018-11-20
455,70934,2800,34.0,True,False,False,9000,2500,600,2017-12-28,2018-12-18
456,52162,2400,30.0,True,False,True,16500,5500,2600,2017-05-22,2018-03-11
457,84626,3000,20.0,True,False,False,9500,3500,1200,2017-11-25,2018-05-24
458,92073,500,31.0,False,False,True,13500,5300,2500,2017-07-04,2018-04-29
459,33326,1700,17.0,True,True,True,14500,900,2100,2017-04-25,2018-10-30
460,54734,1400,27.0,False,True,False,9000,7100,2700,2017-07-13,2018-07-27
461,53334,2800,38.0,True,True,False,7000,5900,2200,2017-02-08,2018-10-15
462,38459,3400,14.0,True,True,False,5000,6500,1600,2017-12-22,2018-10-07
463,49731,1300,9.0,False,False,False,3500,5300,2400,2017-12-25,2018-01-06
464,56956,600,41.0,True,True,True,11500,15700,3100,2017-05-31,2018-06-08
465,21561,2900,38.0,True,True,True,6500,8700,900,2017-01-28,2018-01-05
466,96157,1600,32.0,True,True,True,13500,8900,1700,2017-11-18,2018-11-19
467,16300,700,22.0,True,False,True,17500,9700,2200,2017-12-09,2018-08-07
468,89237,500,39.0,False,True,False,15000,9500,3300,2017-02-25,2018-12-07
469,86036,1700,17.0,True,False,True,13000,1500,600,2017-08-06,2018-06-20
470,32526,1700,34.0,True,False,True,7500,4700,1400,2017-09-23,2018-04-27
471,78297,1200,8.0,True,False,True,12500,10900,2600,2017-11-25,2018-04-28
472,24139,2300,8.0,False,True,True,6500,11700,3200,2017-05-22,2018-07-08
473,47555,2100,28.0,False,True,False,15500,8100,1900,2017-09-12,2018-10-12
474,74675,3300,5.0,True,True,False,18000,2300,2300,2017-02-03,2018-12-15
475,31174,2000,4.0,False,True,False,8000,17100,3000,2017-07-12,2018-11-09
476,82158,2800,31.0,True,False,True,6000,7300,2200,2017-08-26,2018-07-11
477,98328,1100,6.0,True,True,False,6500,4100,2000,2017-09-14,2018-07-23
478,83154,3100,3.0,True,True,True,11000,17900,2700,2017-11-23,2018-11-04
479,57040,1900,2.0,False,True,True,12500,4700,1200,2017-04-01,2018-07-27
480,10048,800,20.0,True,True,True,13500,15900,2900,2017-09-21,2018-01-07
481,50518,2800,23.0,False,True,False,12500,3300,2500,2017-10-18,2018-09-17
482,46885,1200,3.0,True,True,False,6500,4900,500,2017-10-14,2018-11-22
483,80900,2000,33.0,True,True,True,5500,5100,2900,2017-09-01,2018-08-27
484,61105,500,26.0,False,True,True,9500,3900,500,2017-11-13,2018-10-23
485,20013,3300,11.0,False,True,True,18000,5300,1200,2017-04-18,2018-11-28
486,60990,3100,37.0,True,False,True,9000,17500,1500,2017-10-08,2018-03-31
487,22380,1000,3.0,True,True,True,4500,2700,3300,2017-04-05,2018-07-07
488,65272,700,39.0,False,False,False,11000,2700,1600,2017-06-05,2018-06-05
489,75631,2700,21.0,True,True,True,13500,14100,700,2017-09-13,2018-06-21
490,92949,2900,25.0,False,True,False,18500,4100,600,2017-07-13,2018-04-16
491,99933,2700,3.0,False,False,False,10500,3300,700,2017-06-19,2018-03-18
492,12354,1600,14.0,False,True,False,17500,16500,1300,2017-07-31,2018-08-16
493,24720,2500,14.0,True,False,True,16000,1900,600,2017-07-11,2018-09-15
494,62994,2900,40.0,True,True,False,4500,8700,3400,2017-11-17,2018-04-17
495,63595,3100,22.0,False,True,False,9500,8900,1900,2017-12-31,2018-09-24
496,59322,600,27.0,True,False,False,12500,9100,1500,2017-08-16,2018-12-18
497,27238,500,13.0,False,True,True,5000,1100,2800,2017-05-13,2018-12-25
498,43620,2000,4.0,False,True,True,5500,7700,1600,2017-11-21,2018-03-17
499,77155,1300,35.0,False,True,True,8000,9300,2400,2017-04-17,2018-01-16
500,63387,3300,25.0,False,True,True,17500,17700,2800,2017-07-31,2018-02-23
501,53927,2200,9.0,True,False,True,19500,10100,3300,2017-12-01,2018-12-18
502,94620,2500,7.0,True,False,True,8500,12300,2500,2017-07-07,2018-07-11
503,86800,1200,9.0,False,False,False,4500,8700,3400,2017-11-22,2018-05-14
504,65640,2700,26.0,True,True,True,4000,10900,2300,2017-05-15,2018-01-21
505,89394,2900,18.0,False,True,False,13500,4300,3400,2017-09-09,2018-11-15
506,43822,2300,26.0,False,False,False,13000,5900,1100,2017-02-23,2018-02-18
507,80920,1800,8.0,True,True,False,7000,1100,1000,2017-09-12,2018-01-06
508,19238,3200,22.0,True,True,False,15000,11300,2800,2017-05-18,2018-12-11
509,37881,1900,25.0,False,False,True,17000,4900,2000,2017-10-14,2018-01-04
510,34447,3200,14.0,False,False,False,10000,4900,1600,2017-06-13,2018-03-22
511,12382,1600,4.0,False,False,False,19500,13700,700,2017-01-10,2018-10-03
512,34749,1900,37.0,True,False,True,17000,9100,3300,2017-05-21,2018-07-18
513,59468,2200,37.0,False,True,False,13500,1700,900,2017-04-25,2018-06-01
514,86356,1200,33.0,True,True,False,16000,11300,2200,2017-09-13,2018-11-18
515,36743,1600,9.0,False,False,False,18000,10900,900,2017-05-04,2018-08-04
516,56179,2000,32.0,False,False,False,13000,10500,1400,2017-01-23,2018-02-13
517,20899,2200,27.0,True,False,False,4500,5900,3000,2017-05-18,2018-07-11
518,57449,3200,10.0,False,False,True,18500,17500,3100,2017-01-06,2018-12-01
519,32057,3200,7.0,True,False,True,15500,12100,2400,2017-01-23,2018-09-06
520,43239,1700,31.0,False,True,False,16500,8100,2200,2017-03-11,2018-05-22
521,25203,1300,30.0,False,False,True,19500,7900,1300,2017-12-19,2018-02-28
522,91554,700,35.0,True,False,True,6500,15900,1600,2017-12-09,2018-12-08
523,63392,2200,33.0,False,True,True,4000,17500,2500,2017-03-13,2018-04-10
524,66267,1600,22.0,True,False,False,16000,6700,2700,2017-01-16,2018-05-19
525,79800,1100,23.0,False,True,True,7000,11100,1600,2017-11-01,2018-01-17
526,44973,2100,40.0,False,False,True,9000,16900,1500,2017-02-02,2018-04-10
527,18530,3200,39.0,True,False,False,6500,10900,3300,2017-09-13,2018-06-06
528,19535,3200,9.0,True,False,True,16000,17100,2900,2017-12-30,2018-07-02
529,28248,3300,43.0,True,True,False,6500,8900,500,2017-12-23,2018-09-18
530,33216,3100,30.0,False,False,False,11000,15300,3000,2017-03-27,2018-02-27
531,99163,1000,22.0,True,True,True,16500,9500,1900,2017-10-21,2018-03-07
532,91177,1800,2.0,False,True,False,19000,1900,3400,2017-02-11,2018-03-29
533,51286,3100,34.0,True,False,False,18000,17300,2200,2017-03-05,2018-11-15
534,34656,1900,3.0,True,True,False,3500,15700,3100,2017-03-31,2018-08-01
535,62270,1000,29.0,False,True,True,14500,14300,2500,2017-05-02,2018-04-10
536,32554,1000,9.0,False,False,False,12500,15500,1900,2017-11-20,2018-04-02
537,37202,2100,2.0,True,False,True,14500,15100,2100,2017-11-06,2018-04-16
538,49105,2900,19.0,True,False,True,13500,14100,1900,2017-10-08,2018-06-16
539,75826,3000,26.0,True,False,True,10500,6700,2500,2017-10-06,2018-07-20
540,63518,1500,20.0,False,True,False,7000,3500,2300,2017-02-13,2018-10-21
541,50824,2700,23.0,False,True,False,14000,1900,1700,2017-10-10,2018-09-07
542,47832,2000,13.0,False,False,False,5000,2500,2000,2017-01-21,2018-09-18
543,90533,2000,24.0,True,True,False,6000,17100,3400,2017-02-05,2018-08-30
544,43388,1700,24.0,False,True,True,19500,3100,1600,2017-10-06,2018-10-14
545,91949,500,41.0,True,True,True,10000,3900,700,2017-05-07,2018-05-26
546,56664,2800,18.0,True,True,False,6000,1100,1700,2017-12-09,2018-07-15
547,21598,1500,7.0,False,True,False,10500,9700,2000,2017-11-29,2018-01-08
548,88829,800,6.0,True,False,True,10000,6100,3400,2017-05-17,2018-08-27
549,38354,1000,43.0,True,True,True,15000,14500,1000,2017-06-16,2018-01-06
550,29998,1600,38.0,False,False,True,5500,3300,1100,2017-07-23,2018-12-25
551,87544,3400,7.0,False,False,True,4000,14100,3300,2017-06-23,2018-05-02
552,33937,3400,43.0,True,True,True,14500,14900,1900,2017-12-16,2018-07-10
553,24629,3000,18.0,False,False,False,5500,9300,3100,2017-08-10,2018-11-21
554,99990,2600,45.0,False,False,False,19000,3300,3300,2017-04-02,2018-09-06
555,43483,600,45.0,False,False,False,9500,3300,600,2017-05-19,2018-05-11
556,90686,2600,1.0,False,False,True,8000,15700,2100,2017-04-29,2018-12-17
557,51682,1700,38.0,True,False,False,17500,14100,1700,2017-07-17,2018-03-29
558,63050,3200,12.0,True,True,True,6500,9100,3200,2017-11-08,2018-11-14
559,33841,3300,15.0,False,True,True,9500,3300,2200,2017-08-23,2018-07-12
560,60003,600,27.0,True,True,True,18500,12900,3400,2017-03-08,2018-04-09
561,81665,2800,5.0,True,True,True,5500,1500,2900,2017-09-25,2018-12-05
562,23746,2000,31.0,True,True,False,12000,3300,2500,2017-07-31,2018-06-11
563,71815,3400,42.0,True,False,False,9000,10100,2900,2017-07-27,2018-04-08
564,52191,3000,33.0,True,False,True,11000,4100,800,2017-12-16,2018-02-26
565,15382,700,36.0,False,False,True,15000,13900,1700,2017-08-10,2018-12-11
566,85745,600,1.0,False,True,True,5000,3100,900,2017-07-03,2018-04-10
567,91617,2900,22.0,True,False,True,5000,10900,500,2017-01-23,2018-11-01
568,32742,3300,4.0,True,False,True,5500,17300,1200,2017-09-28,2018-03-30
569,26114,1500,42.0,True,True,True,12500,14300,3200,2017-04-26,2018-01-20
570,47403,2500,1.0,False,False,True,7000,8700,800,2017-05-14,2018-10-12
571,83028,1000,44.0,True,False,True,17500,3700,1200,2017-12-12,2018-12-19
572,36934,2600,2.0,True,True,False,8000,17300,3100,2017-01-18,2018-02-15
573,83599,3200,25.0,True,False,False,4000,4300,3200,2017-04-15,2018-05-19
574,61135,500,15.0,False,True,False,3500,7500,1600,2017-02-25,2018-11-04
575,46406,3300,17.0,False,False,True,16500,1900,2600,2017-12-21,2018-02-13
576,61796,3400,6.0,True,False,True,9500,8700,1600,2017-02-15,2018-06-03
577,55823,2600,35.0,False,False,True,18000,2500,3200,2017-10-08,2018-02-18
578,61325,1600,32.0,False,True,True,7500,3500,3000,2017-08-16,2018-11-07
579,11732,1200,36.0,False,True,True,9500,11300,800,2017-06-06,2018-08-03
580,23627,700,3.0,True,False,True,19500,10500,1400,2017-12-25,2018-07-09
581,71249,1000,14.0,True,True,False,14000,12700,1400,2017-12-30,2018-11-10
582,47495,1900,12.0,True,False,True,19500,8100,500,2017-06-22,2018-08-28
583,76939,1400,5.0,True,False,True,14500,6900,1900,2017-08-14,2018-12-01
584,80479,3400,34.0,True,True,True,19000,2500,1200,2017-09-27,2018-01-09
585,54025,1800,6.0,False,False,False,7500,4900,2000,2017-08-15,2018-03-23
586,53200,1200,30.0,False,True,False,8500,4500,2300,2017-09-24,2018-10-01
587,59097,2600,38.0,False,True,False,19500,17700,2300,2017-08-05,2018-10-10
588,65752,500,22.0,False,True,False,8500,13300,2500,2017-10-06,2018-05-18
589,53334,2000,20.0,False,True,False,5500,4700,2500,2017-06-01,2018-07-07
590,48024,700,14.0,True,True,False,7500,7700,2100,2017-03-23,2018-05-15
591,53333,2800,2.0,True,False,False,15500,12700,2600,2017-04-05,2018-06-11
592,24483,2700,28.0,True,True,False,16500,17700,2500,2017-11-23,2018-09-22
593,22209,1400,2.0,False,True,True,9000,5100,3100,2017-07-18,2018-12-26
594,36727,500,20.0,False,True,True,16500,3100,3300,2017-03-22,2018-02-21
595,47257,2600,12.0,True,True,True,8500,16500,1600,2017-10-29,2018-12-28
596,47742,1100,20.0,True,True,True,4500,1700,600,2017-08-30,2018-05-01
597,79780,2900,14.0,True,True,False,19500,8300,2100,2017-03-03,2018-04-13
598,31133,1900,7.0,False,False,True,19500,14700,2100,2017-01-17,2018-11-08
599,68314,3200,18.0,False,True,True,15000,3300,3200,2017-03-06,2018-05-18
600,85851,1600,30.0,False,True,False,14500,9700,2800,2017-01-05,2018-03-27
601,81791,3100,41.0,False,False,True,18000,16100,1300,2017-01-19,2018-10-16
602,29385,1100,30.0,True,False,True,12000,16700,2000,2017-01-23,2018-11-04
603,89930,1700,15.0,False,False,True,10000,9100,3100,2017-04-09,2018-01-31
604,38462,600,4.0,True,False,True,10500,14700,1700,2017-04-28,2018-01-18
605,19273,2700,29.0,True,False,False,12500,1700,3000,2017-06-16,2018-10-26
606,90192,500,30.0,False,True,False,15500,4700,1300,2017-10-05,2018-07-15
607,72048,2500,26.0,False,True,True,12000,14700,2500,2017-02-21,2018-06-15
608,49256,1000,30.0,False,True,True,14500,15300,3200,2017-01-04,2018-09-14
609,92803,3400,25.0,False,False,False,11000,14900,2400,2017-09-03,2018-06-12
610,81769,1100,27.0,False,True,True,3000,500,800,2017-01-12,2018-08-05
611,60240,600,43.0,False,False,True,5500,11300,3000,2017-07-28,2018-08-04
612,20742,700,13.0,True,True,False,13000,16500,2100,2017-03-24,2018-08-19
613,53383,2900,15.0,True,False,False,3000,1900,700,2017-02-04,2018-03-08
614,95816,800,4.0,False,False,False,15000,7300,2000,2017-07-23,2018-08-19
615,74000,600,35.0,True,True,True,4500,9900,600,2017-07-22,2018-07-06
616,55136,2700,32.0,False,True,True,8000,5100,700,2017-03-01,2018-11-28
617,34465,1900,23.0,False,False,False,5000,8900,800,2017-03-02,2018-10-13
618,48795,1500,14.0,False,False,True,19000,16100,1100,2017-01-31,2018-05-30
619,61477,3400,17.0,False,False,False,11500,11900,700,2017-03-24,2018-09-25
620,27904,2100,4.0,True,True,False,9500,900,3000,2017-04-10,2018-10-20
621,11757,2900,21.0,True,False,True,3500,1900,2500,2017-09-18,2018-03-04
622,88143,500,21.0,True,True,True,3000,13300,1600,2017-02-07,2018-12-27
623,90587,900,29.0,False,True,True,15000,15700,3300,2017-06-26,2018-08-09
624,24653,800,29.0,True,True,False,17000,17900,2500,2017-09-20,2018-10-31
625,68100,3300,13.0,True,True,False,5500,5700,1400,2017-05-29,2018-08-06
626,33446,500,8.0,False,True,True,6500,2900,1400,2017-11-06,2018-09-14
627,83656,2500,21.0,False,True,True,5500,9100,600,2017-10-09,2018-04-19
628,18270,800,37.0,True,True,True,16000,10300,1600,2017-12-02,2018-03-16
629,64665,2800,19.0,False,True,True,17000,3900,2300,2017-10-01,2018-09-23
630,77163,800,36.0,False,False,True,13500,5300,1900,2017-02-14,2018-03-09
631,38788,1000,23.0,False,False,False,15000,16300,3100,2017-12-25,2018-03-26
632,17359,1900,39.0,False,False,False,3000,11100,3300,2017-02-16,2018-12-31
633,86211,1100,29.0,True,False,False,8000,2900,1200,2017-07-15,2018-08-21
634,96282,3300,34.0,False,True,False,17500,2900,3100,2017-08-30,2018-05-28
635,50122,1400,13.0,True,False,True,12000,3300,2000,2017-05-30,2018-12-28
636,32139,2500,1.0,True,False,False,8000,11900,3000,2017-05-17,2018-10-31
637,66769,700,21.0,True,False,True,15000,15500,2600,2017-09-08,2018-07-07
638,29231,2800,45.0,True,True,True,5000,10900,2400,2017-12-02,2018-12-28
639,92694,2600,25.0,False,True,True,18500,3100,2500,2017-11-29,2018-01-15
640,57312,700,41.0,True,False,True,6500,3300,3200,2017-09-13,2018-10-01
641,45203,1000,35.0,False,True,False,7500,10700,1000,2017-07-03,2018-06-01
642,62351,500,44.0,True,True,True,5000,9100,1700,2017-04-19,2018-08-21
643,55300,2700,8.0,True,True,False,19000,7500,2600,2017-03-02,2018-11-05
644,62731,600,6.0,True,True,True,7000,15500,800,2017-08-25,2018-08-26
645,15260,3400,41.0,True,True,True,8000,8700,1100,2017-12-24,2018-09-07
646,64878,3200,9.0,False,False,False,11000,14500,1000,2017-05-02,2018-06-23
647,70370,1400,11.0,False,False,False,19000,14100,800,2017-04-26,2018-10-30
648,45216,1200,2.0,False,True,True,3500,5500,1600,2017-04-26,2018-10-10
649,10477,1700,17.0,True,False,True,4500,5500,2900,2017-10-19,2018-02-12
650,99523,1900,35.0,True,True,True,12000,14300,2900,2017-08-12,2018-07-18
651,65989,3100,37.0,True,True,True,7500,9300,2600,2017-06-22,2018-04-28
652,21369,3100,16.0,False,False,False,4500,10900,3000,2017-11-23,2018-05-15
653,49040,3400,42.0,True,False,False,10000,15300,700,2017-12-13,2018-02-07
654,96691,600,45.0,False,False,False,10000,16100,3400,2017-10-06,2018-08-21
655,52336,1600,28.0,True,False,True,13000,13100,1200,2017-10-28,2018-09-29
656,56305,1700,32.0,False,True,True,19000,2700,900,2017-07-11,2018-07-20
657,49215,1300,31.0,False,False,True,17500,16100,2000,2017-05-07,2018-10-29
658,12871,1500,42.0,True,True,False,13000,8700,2300,2017-10-27,2018-12-07
659,90180,3200,16.0,False,False,True,11500,12300,700,2017-05-10,2018-12-22
660,48039,1100,14.0,False,True,True,17000,700,1500,2017-12-10,2018-01-04
661,33661,1200,44.0,False,True,False,13000,9900,1400,2017-10-17,2018-08-09
662,48687,3000,20.0,False,True,True,13500,17900,1900,2017-10-20,2018-05-31
663,12627,1900,27.0,False,True,True,4500,11500,2200,2017-10-20,2018-11-30
664,51127,3400,17.0,False,True,True,8000,17300,700,2017-07-05,2018-07-23
665,22574,1000,39.0,False,True,False,14000,11700,3000,2017-09-22,2018-12-19
666,78911,1900,12.0,False,False,True,11500,13100,500,2017-08-26,2018-11-06
667,78697,1600,4.0,True,True,True,6000,4100,2500,2017-03-30,2018-01-20
668,78649,2400,30.0,False,False,True,10500,17500,700,2017-10-04,2018-05-27
669,19305,2600,33.0,True,False,False,3500,4100,1900,2017-09-28,2018-10-04
670,15006,2900,16.0,False,True,True,10500,13100,1600,2017-01-04,2018-11-07
671,12780,2900,32.0,False,True,False,4000,1700,500,2017-04-12,2018-03-03
672,94169,700,8.0,True,False,False,8000,500,700,2017-08-25,2018-06-08
673,65825,1600,32.0,False,False,True,14500,3700,1600,2017-07-14,2018-11-12
674,65821,1200,10.0,False,True,False,12500,10900,700,2017-10-20,2018-08-18
675,44281,2800,36.0,True,True,False,10500,1900,500,2017-12-24,2018-02-17
676,75050,600,3.0,True,True,True,18000,16300,1400,2017-01-09,2018-12-21
677,98705,2900,29.0,True,False,True,10500,12500,2500,2017-03-07,2018-05-30
678,86084,2200,39.0,True,True,True,14000,7100,2100,2017-10-15,2018-05-18
679,13456,1500,13.0,True,True,False,6500,10700,2900,2017-08-29,2018-09-17
680,79769,1300,26.0,False,True,True,12500,13100,1200,2017-06-13,2018-11-05
681,89759,900,31.0,False,True,True,5000,17500,3300,2017-06-03,2018-07-07
682,13727,2500,3.0,True,False,False,18000,13900,2700,2017-05-14,2018-02-28
683,84712,2900,40.0,False,False,False,14000,3500,2800,2017-08-27,2018-04-16
684,31969,1800,44.0,False,False,False,8500,700,3100,2017-04-12,2018-10-13
